age,gender,region_category,joined_through_referral,referral_id,preferred_offer_types,medium_of_operation,internet_option,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn
53,0,1,1,4980,2,2,2,7,517.06,39266.25,357,0,1,0,1,0,0
22,1,0,1,4013,2,1,0,20,37.42,28125.48,350,1,0,0,1,2,1
14,0,2,0,6286,2,1,1,8,51.65,18152.31,375,1,0,1,0,1,1
36,0,2,0,6286,1,2,0,11,149.82,18266.19,403,1,0,0,1,3,0
33,1,1,0,6286,2,2,2,16,191.41,45235.23,802,1,0,0,1,0,1
63,1,1,0,6286,2,2,2,13,86.8,33963.48,802,1,0,0,1,0,1
27,1,1,0,6286,0,1,1,18,341.98,26105.5,372,1,1,0,1,7,1
17,0,2,0,6286,1,2,2,10,121.88,40290.97,387,1,0,1,0,3,1
57,0,1,0,6286,0,0,0,9,345.61,37419.11,380,0,1,1,0,3,1
28,1,1,1,6286,2,2,0,24,124.71,15929.16,794,1,0,0,1,7,0
11,0,0,1,400,0,1,1,5,82.31,29041.17,380,1,0,1,3,7,1
50,1,0,1,821,2,1,1,17,513.28,34303.4,357,0,1,1,2,0,1
10,0,0,1,4459,0,2,0,15,749.97,35439.04,372,1,1,1,0,2,1
17,1,1,0,6286,0,1,0,11,435.04,37787.99,387,1,0,0,1,7,1
14,0,1,0,6286,0,1,1,9,191.26,67643.14,802,1,0,1,3,4,0
10,1,1,0,6286,1,1,1,22,90.83,30788.28,349,1,0,0,1,7,0
11,0,1,1,1175,2,1,1,13,169.14,46397.59,346,1,0,1,3,0,0
31,1,0,0,6286,0,2,1,15,239.41,22250.97,351,1,0,1,2,7,0
48,1,0,0,6286,1,2,2,14,390.9,36626.5,346,0,1,0,1,4,0
11,0,1,0,6286,2,2,0,18,332.17,17275.78,382,0,1,0,1,1,1
19,1,1,1,3864,1,1,2,10,186.46,4528.62,729,0,1,0,1,1,1
61,0,1,1,6286,0,2,2,11,54.23,4724.74,353,1,0,0,1,1,1
24,1,1,0,6286,1,2,1,12,33.08,25825.62,802,0,1,0,1,7,1
26,0,0,0,6286,1,2,0,18,359.96,30630.72,403,1,1,0,1,2,1
35,1,1,0,6286,1,1,2,23,66.49,40583.15,380,0,1,0,1,0,1
10,1,0,0,6286,0,1,1,8,257.06,17241.89,729,0,1,1,2,0,0
33,1,2,0,6286,2,2,0,14,89.44,22155.43,794,0,1,0,1,1,1
12,1,2,0,6286,1,1,0,13,88.14,6636.98,802,0,1,1,4,7,1
47,1,1,0,6286,0,2,2,18,135.96,3424.51,794,1,0,1,4,7,1
13,1,1,0,6286,1,0,0,4,461.25,33280.17,354,1,0,1,3,0,1
29,1,1,0,6286,0,1,2,11,347.95,4777.76,391,0,1,1,3,7,0
50,0,0,0,6286,0,2,0,10,167.54,37785.3,374,0,1,0,1,2,1
48,0,1,1,3242,2,2,2,17,403.63,8561.59,374,1,1,0,1,3,0
24,0,1,0,6286,1,1,2,9,183.7,32267.49,801,1,0,0,1,1,1
54,1,0,0,6286,1,2,0,10,162.51,87649.54,353,0,1,1,4,8,0
38,0,1,1,2564,0,1,2,15,272.31,35418.71,372,0,1,0,1,1,1
60,1,0,0,6286,0,1,2,7,103.35,8706.19,350,0,1,1,0,4,0
46,1,1,1,127,0,1,1,20,1024.3154215004108,12931.05,351,0,1,0,1,7,1
63,1,1,0,6286,1,1,2,9,215.67,4371.84,355,0,1,1,4,7,1
27,0,2,0,6286,2,1,2,15,102.48,34411.84,802,0,1,0,1,3,0
21,1,0,0,6286,0,2,2,19,107.07,33268.02,349,1,0,1,4,2,1
12,1,0,1,3610,2,1,0,6,96.1,42777.85,403,0,1,1,3,7,0
31,1,1,0,6286,2,2,1,21,56.01,40850.12,380,0,1,1,0,2,0
55,1,0,0,6286,0,1,1,8,31.28,8636.86,382,1,0,1,2,0,1
63,0,0,0,6286,1,2,1,4,90.05,13440.27,374,1,0,1,3,0,0
60,1,1,0,6286,2,1,2,15,312.52,36047.57,350,1,0,1,2,3,1
47,1,1,0,6286,2,2,1,2,303.6,3652.69,355,1,1,1,2,1,0
26,1,1,1,1018,1,1,0,11,32.03,10855.98,350,0,1,1,2,3,1
36,0,2,1,6052,2,0,0,3,668.64,49977.71,357,0,1,0,1,3,1
63,1,0,1,4659,1,2,0,16,376.89,24078.36,350,1,0,1,0,3,0
63,0,0,1,1418,2,1,1,22,117.32,24070.97,799,0,1,1,3,0,1
29,1,1,0,6286,1,1,0,7,182.32,39724.57,357,0,1,1,2,2,1
56,0,2,1,3933,0,0,2,9,619.57,21781.38,802,1,0,1,3,0,0
31,1,1,1,3272,0,2,0,22,1346.497329471362,24217.17,377,1,0,1,4,3,0
61,1,0,0,6286,0,2,2,21,37.85,32903.03,375,1,0,1,2,0,1
38,0,2,0,6286,1,2,1,15,114.02,31580.57,354,1,0,0,1,1,1
36,0,1,1,6286,0,1,2,12,145.05,19732.89,802,1,0,0,1,7,0
30,1,1,1,2311,1,2,2,18,529.46,44939.59,799,1,0,0,1,7,1
46,0,1,1,4297,1,2,0,18,280.45,48254.83,354,0,1,0,1,0,0
64,0,1,0,6286,0,1,2,11,318.82,22451.03,351,0,1,1,0,8,0
14,1,2,0,6286,1,0,2,10,288.63,98669.9,358,1,0,1,3,5,0
60,1,0,0,6286,1,1,0,11,127.84,3678.49,374,0,1,0,1,3,1
25,0,2,1,2179,1,1,2,12,119.64,91653.19,351,1,0,1,3,4,0
11,0,0,1,3429,1,2,1,11,155.12,48976.98,382,1,0,0,1,0,0
14,0,0,0,6286,2,1,0,19,34.32,8793.25,802,0,1,0,1,4,0
35,0,1,1,4211,1,2,1,17,52.72,1237.2,387,0,1,0,1,0,1
56,0,1,1,2508,2,2,2,7,51.29,31845.35,382,0,1,1,4,2,0
53,0,0,1,1384,1,2,1,11,274.48,17021.66,358,1,1,0,1,0,1
48,0,1,1,5361,1,2,2,22,30.13,46447.42,374,0,1,1,0,2,1
59,0,2,1,6286,2,2,1,19,34.31,15956.13,347,0,1,0,1,7,1
47,0,2,1,2406,0,1,0,17,401.32,45945.2,372,1,0,1,4,2,0
29,1,0,0,6286,1,1,0,16,62.08,21078.6,349,0,1,0,1,1,0
32,0,1,1,6286,1,1,1,18,262.03,1484.56,382,1,0,1,2,7,1
59,1,1,0,6286,2,2,2,3,34.87,5109.55,802,1,0,0,1,1,1
59,1,1,1,1607,1,0,1,9,900.79,13750.52,350,1,0,0,1,7,0
17,0,2,1,5863,1,2,1,6,527.15,32753.94,357,0,1,0,1,2,1
23,0,0,0,6286,1,2,1,23,196.98,41109.88,800,1,0,1,3,2,0
32,1,0,0,6286,2,2,0,10,354.81,27010.93,349,1,0,0,1,7,1
37,0,2,1,4669,0,1,2,23,30.94,32968.68,357,1,0,0,1,7,1
13,0,0,1,3318,2,2,1,6,1085.4336921482263,45521.47,794,1,0,1,4,3,1
25,0,2,1,2526,1,1,0,19,182.04,30487.32,351,0,1,1,0,1,1
46,0,1,0,6286,1,1,0,12,42.47,43489.33,387,0,1,1,4,1,1
62,1,1,0,6286,0,2,2,16,30.03,23754.86,377,1,0,0,1,7,0
54,1,0,1,5964,2,2,1,13,117.13,42649.87,353,0,1,1,3,3,0
39,1,1,0,6286,1,2,1,15,33.79,5824.51,801,1,0,1,3,8,0
51,1,1,0,6286,1,0,1,5,217.52,50695.2,355,1,0,0,1,5,0
35,1,0,1,3307,2,1,0,16,226.44,28030.32,354,0,1,1,0,0,0
13,0,2,1,5595,0,1,1,8,34.2,12502.44,802,0,1,0,1,8,0
54,1,0,0,6286,1,1,2,11,57.81,3493.46,182,0,1,0,1,2,0
43,1,2,1,3442,1,2,1,1,520.64,32991.27,794,1,1,0,1,8,0
35,1,0,1,5222,1,1,2,4,138.78,24867.26,801,0,1,1,3,3,1
23,0,1,0,6286,0,2,0,13,44.58,8521.14,387,1,0,0,1,1,0
23,1,0,0,6286,2,2,0,7,179.5,20216.1,350,1,0,0,1,3,0
40,1,1,0,6286,0,1,2,10,356.53,32509.47,347,0,1,1,2,3,1
15,1,2,1,5023,2,2,1,12,63.56,5961.7,358,0,1,0,1,3,0
32,1,1,0,6286,1,2,2,6,212.38,90030.59,353,1,1,1,3,4,0
43,0,0,0,6286,2,2,0,22,194.99,20209.71,391,0,1,0,1,3,1
44,1,0,1,1918,0,2,0,12,192.36,15075.42,354,0,1,1,2,2,1
47,0,2,1,1807,2,1,0,15,909.065448146315,44474.62,376,1,0,0,1,3,1
45,1,1,1,2132,2,2,0,4,257.94,47772.77,350,1,1,1,0,5,0
35,1,1,1,2852,1,1,0,5,62.58,53214.02,357,0,1,1,4,8,0
46,0,1,0,6286,0,2,1,16,1447.3879288904284,11839.58,403,1,0,0,1,0,0
57,0,1,0,6286,2,0,0,23,224.33,23513.18,794,1,1,1,2,3,1
51,1,1,0,6286,0,1,0,7,150.22,45235.74,354,0,1,1,0,3,0
60,0,0,1,789,2,2,2,12,34.92,22931.47,801,0,1,0,1,7,1
64,1,2,0,6286,0,1,0,11,30.54,4271.92,353,0,1,0,1,3,0
46,0,0,0,6286,2,2,0,23,405.71,38784.13,353,1,0,1,2,7,1
62,0,1,1,6286,2,1,1,7,34.21,19229.65,382,0,1,0,1,1,0
41,1,1,0,6286,2,1,2,14,308.12,48645.44,802,0,1,0,1,8,0
14,1,1,0,6286,1,0,2,17,232.47,32517.6,800,1,0,1,0,3,1
56,1,1,1,3989,1,1,2,15,214.94,28217.52,347,1,1,1,3,3,1
46,0,1,0,6286,2,1,1,11,316.38,44233.14,350,0,1,1,4,7,1
36,1,1,0,6286,0,1,2,20,210.1,33064.22,347,0,1,1,3,3,1
28,1,1,1,3418,1,2,2,20,57.86,22532.57,350,0,1,1,4,1,0
12,0,1,1,4662,2,2,1,6,40.33,21203.05,354,1,0,1,3,8,0
24,0,2,1,3638,0,2,1,5,389.0,19702.24,346,0,1,1,0,1,1
62,0,0,0,6286,2,2,0,8,46.17,38003.58,377,0,1,1,4,1,1
54,1,1,0,6286,0,2,0,7,31.1,23395.0,358,1,0,0,1,0,1
29,1,1,1,3872,2,0,2,9,222.9,3444.35,375,0,1,0,1,0,0
17,1,0,1,5717,2,1,0,11,37.29,12469.55,376,1,0,0,1,0,1
31,1,0,1,2759,0,2,0,15,32.98,27809.83,794,1,0,0,1,3,1
35,0,0,1,5586,2,1,1,9,244.54,43469.14,799,1,1,0,1,0,1
43,0,1,0,6286,1,1,0,10,173.09,12956.29,349,1,0,0,1,1,1
47,1,0,1,2452,1,2,1,24,43.85,5183.61,350,1,0,0,1,0,0
19,0,0,0,6286,0,2,1,11,201.37,44552.5,353,1,0,1,0,2,1
33,0,1,0,6286,0,2,2,9,334.76,29740.09,802,1,0,1,2,3,1
64,1,0,1,1192,1,2,0,24,31.58,44816.82,376,0,1,0,1,7,0
21,1,0,1,786,2,2,2,12,29.837667115161594,45725.54,802,1,0,0,1,2,0
19,1,1,0,6286,0,2,2,18,151.41,3977.03,794,1,0,0,1,2,1
10,0,0,0,6286,0,1,1,6,153.0,11036.9,582,0,1,0,1,5,0
31,0,1,1,2066,2,1,2,21,132.89,41519.44,354,1,0,0,1,2,1
52,0,1,0,6286,0,0,2,19,235.01,1448.56,376,1,0,0,1,0,1
33,0,1,0,6286,0,1,2,19,74.12,37274.94,729,0,1,0,1,8,0
14,0,0,0,6286,1,1,0,11,1107.974867298116,26170.47,376,0,1,0,1,1,0
21,0,0,0,6286,2,0,0,12,320.41,21568.07,347,0,1,1,2,1,1
38,1,1,1,4236,2,1,2,6,87.57,5324.75,801,1,0,1,4,0,0
38,0,0,1,2777,2,1,1,20,190.59,5732.09,358,0,1,1,4,7,1
47,0,0,0,6286,0,2,1,14,30.86,14699.28,391,1,0,0,1,1,0
29,1,0,0,6286,0,1,2,21,38.66,21003.08,375,1,0,1,2,2,1
33,1,0,1,3959,1,2,1,8,159.05,41702.99,347,0,1,1,3,0,1
20,0,1,0,6286,0,1,1,24,99.63,25574.87,403,1,0,1,2,0,1
58,1,2,1,2788,1,1,0,17,332.06,11793.94,391,0,1,0,1,0,1
57,0,0,0,6286,1,0,2,9,400.38,18112.39,729,1,1,0,1,7,1
16,0,1,1,1080,0,2,0,8,1607.6483045722223,29886.96,403,1,0,1,4,7,1
60,1,1,0,6286,2,1,1,4,135.18,63343.51,802,0,1,0,1,8,0
36,0,2,1,3130,0,2,2,14,82.78,41089.41,372,1,0,1,4,3,0
11,1,2,1,4178,0,2,1,21,714.19,37120.74,353,0,1,1,0,2,1
11,0,0,1,3133,1,1,2,5,425.14,27393.83,351,0,1,1,0,1,1
61,0,1,0,6286,1,1,0,8,488.93,19789.74,347,0,1,1,2,7,1
52,0,1,1,2511,2,1,2,5,150.43,6218.72,729,0,1,0,1,2,0
23,1,2,1,2808,2,2,2,4,186.71,16891.09,729,1,0,0,1,2,1
55,1,2,1,6286,2,1,0,19,180.94,49949.97,372,1,0,0,1,0,0
48,1,0,1,1043,0,2,2,9,981.42,45927.16,799,1,0,1,0,1,1
50,0,0,1,3010,2,0,2,9,1920.954443624494,48385.23,347,1,1,1,3,7,1
38,0,1,1,4331,2,0,2,19,689.28,9639.76,387,1,1,1,3,3,0
20,1,2,0,6286,0,2,0,13,30.74,18875.74,801,0,1,1,3,3,0
12,0,1,1,3498,1,1,2,7,980.4396030629996,24930.38,380,1,0,1,0,2,1
31,1,1,1,5088,1,1,2,15,142.49,46065.02,350,0,1,1,2,7,1
53,0,2,0,6286,1,2,1,11,363.37,37786.24,376,0,1,1,4,0,1
14,0,1,0,6286,0,1,2,12,231.91,12104.8,372,0,1,1,2,3,1
12,1,1,1,4424,1,2,0,12,158.35,32565.57,801,0,1,0,1,7,1
39,1,1,0,6286,0,2,0,8,30.83,23219.9,387,1,0,1,2,0,0
54,0,2,1,865,2,1,0,11,113.88,19691.63,403,1,0,0,1,1,0
35,1,2,1,3161,1,1,1,2,693.85,28995.19,800,1,1,1,2,1,1
35,0,0,1,5858,0,1,0,17,110.25,16824.31,800,1,0,0,1,2,1
21,1,0,1,4706,2,2,2,15,75.19,44520.92,376,1,0,1,0,3,0
50,0,0,0,6286,1,2,0,4,1203.7648303715378,42944.65,347,0,1,1,4,7,1
17,0,1,1,3736,1,2,2,7,2199.9802831311654,14512.31,382,1,1,1,4,3,1
56,0,0,0,6286,0,1,2,18,82.42,30397.9,346,1,0,1,3,1,0
14,0,1,0,6286,0,1,2,17,33.56,8190.13,353,0,1,0,1,7,0
61,1,1,0,6286,1,1,2,12,50.99,35305.52,802,1,0,1,3,7,1
24,1,2,0,6286,2,2,0,15,365.96,30734.37,338,1,1,1,4,3,0
34,1,1,1,4158,2,2,0,11,942.6501000142272,7224.34,353,1,0,0,1,0,1
41,0,0,0,6286,2,0,1,12,427.09,37572.92,355,1,1,1,4,0,0
64,0,0,0,6286,2,0,1,10,471.8,60904.55,801,1,1,0,1,8,0
64,0,0,0,6286,1,2,2,17,272.53,5119.15,799,1,0,0,1,4,0
35,1,2,1,2354,0,1,0,18,204.47,14968.33,555,1,1,0,1,3,0
52,1,0,0,6286,2,2,1,16,64.79,24324.58,377,1,0,0,1,3,1
54,0,2,0,6286,1,1,1,16,37.2,26204.36,800,0,1,1,3,6,0
20,1,1,0,6286,0,1,2,14,33.18,25460.24,802,1,0,1,3,3,0
63,0,1,1,1467,1,2,2,26,233.81,36219.36,355,0,1,1,0,7,1
33,1,0,0,6286,2,2,1,6,344.51,91519.78,360,0,1,0,1,8,0
46,1,0,0,6286,1,1,1,1,106.29,22936.23,387,1,0,0,1,1,1
13,0,1,1,2790,2,2,0,18,164.77,8506.66,802,0,1,0,1,2,0
22,1,1,0,6286,2,1,0,13,359.1,49783.34,802,1,0,0,1,2,1
42,1,1,1,1428,0,1,1,10,44.29,12356.39,799,0,1,0,1,2,1
59,1,1,1,5355,0,1,1,19,39.21,33780.28,801,0,1,1,2,1,1
12,1,0,0,6286,0,0,2,8,242.03,19244.92,799,1,0,0,1,1,1
57,1,1,0,6286,2,2,2,13,200.47,26081.59,800,0,1,1,2,1,0
16,1,1,1,682,0,1,0,15,81.99,18840.39,355,1,0,1,2,7,0
11,0,1,0,6286,0,1,2,5,136.4,40888.87,351,1,0,1,2,2,0
43,1,1,1,2557,1,1,2,16,189.4,22496.37,347,1,0,0,1,3,1
37,0,0,1,506,2,2,1,19,131.31,24681.25,349,1,0,0,1,1,1
54,0,1,0,6286,0,1,0,21,61.92,69568.31,354,0,1,0,1,6,0
21,1,1,1,4877,0,0,2,11,383.24,49735.94,372,1,0,0,1,3,1
40,1,0,0,6286,0,2,1,22,41.06,36350.18,802,1,0,0,1,7,0
30,1,1,1,2529,2,1,1,4,32.08,30469.88,380,1,0,0,1,7,1
13,1,1,0,6286,1,2,1,14,171.89,31219.15,794,0,1,0,1,3,0
41,1,1,1,5368,2,2,1,22,87.82,4967.46,376,0,1,0,1,7,1
60,1,2,0,6286,1,1,2,25,1401.4881489316283,13311.73,354,1,1,0,1,5,0
13,0,1,1,1444,0,1,1,18,826.34,92825.59,354,1,1,1,0,8,0
60,0,0,0,6286,1,2,0,8,221.82,5154.64,794,1,0,1,4,2,1
18,0,1,0,6286,1,2,1,18,453.37,36709.49,346,1,0,0,1,1,1
38,1,1,0,6286,0,2,2,11,318.92,25755.05,800,1,1,1,0,7,1
63,1,1,0,6286,2,2,1,6,30.51,35198.6,354,1,0,1,2,7,0
40,1,0,1,4784,2,0,1,5,344.04,5269.98,354,0,1,0,1,4,0
63,0,0,1,4539,2,2,0,2,853.94,15732.8,346,1,0,0,1,0,0
63,0,1,1,2661,0,1,0,11,206.14,13457.36,358,1,0,0,1,3,1
57,0,1,1,4920,0,0,0,10,218.79,46945.0,349,1,0,0,1,0,1
27,1,1,0,6286,0,1,1,11,31.59,36498.09,799,0,1,0,1,1,0
50,1,1,0,6286,1,0,0,4,1475.961971232122,31081.86,350,1,1,0,1,3,1
62,0,1,1,3053,1,2,1,14,568.58,31758.27,355,0,1,1,3,3,0
42,0,0,0,6286,2,2,2,18,143.29,46952.48,358,1,0,0,1,3,1
12,1,0,0,6286,1,2,0,11,190.06,16979.4,374,0,1,0,1,3,1
32,0,1,1,5662,1,1,0,22,113.7,17107.22,353,1,0,1,3,1,1
22,1,0,0,6286,0,1,0,10,182.3,88673.02,802,0,1,1,4,6,0
51,0,2,1,1459,2,2,1,2,661.46,35993.4,353,1,1,1,3,7,1
53,0,0,1,5395,1,1,2,16,592.83,15173.78,355,1,1,0,1,8,0
26,1,1,0,6286,0,2,2,13,478.08,30188.47,794,1,0,1,2,0,0
28,1,1,0,6286,1,2,2,21,63.63,43681.23,376,1,0,1,3,7,1
27,0,0,0,6286,1,2,2,6,263.81,13217.71,374,0,1,1,2,7,0
33,0,1,1,2216,2,1,2,16,73.0,8516.95,391,1,0,0,1,2,1
38,1,1,0,6286,1,1,2,5,104.56,20596.49,357,0,1,0,1,1,1
18,1,0,1,929,0,2,0,10,561.61,17680.46,353,0,1,0,1,2,0
35,1,1,0,6286,1,1,1,14,33.87,36596.82,375,1,0,1,3,0,1
31,1,0,1,818,1,1,0,4,33.43,10532.69,800,1,0,0,1,2,0
45,0,0,0,6286,1,0,0,12,335.55,983.07,347,0,1,1,4,0,1
59,0,0,1,5864,0,1,1,23,118.69,4934.66,376,0,1,1,4,3,0
41,1,1,0,6286,0,1,1,18,368.7,26258.71,350,0,1,1,2,5,0
23,1,1,1,5399,2,2,0,10,36.61,12295.13,802,0,1,1,4,0,1
27,1,0,0,6286,1,2,2,15,300.69,12009.26,347,0,1,0,1,2,1
43,1,1,0,6286,1,2,0,3,34.86,76385.63,542,0,1,1,3,8,0
34,1,1,0,6286,2,1,0,15,95.09,22535.59,800,1,0,0,1,2,1
34,0,2,1,4468,1,2,0,9,55.01,33805.95,357,1,0,0,1,1,1
23,1,1,0,6286,1,1,1,19,342.61,14536.86,800,1,0,1,4,1,0
62,1,2,1,2842,0,2,1,16,154.43,8058.55,350,1,0,1,0,2,0
10,1,1,1,3304,1,1,1,8,695.3,13106.91,801,0,1,1,0,7,0
17,0,0,0,6286,0,2,1,23,498.83,15718.87,346,0,1,0,1,5,0
56,0,2,0,6286,0,2,0,11,144.35,82350.46,802,1,0,0,1,6,0
43,1,1,0,6286,0,0,1,2,428.03,32835.74,802,1,0,0,1,2,0
63,0,2,1,4631,1,1,1,20,745.61,38235.83,802,1,0,1,0,4,0
20,1,0,0,6286,2,2,2,18,359.94,13160.13,403,0,1,0,1,7,0
61,1,1,0,6286,1,1,1,12,109.97,11886.61,354,1,0,1,3,7,0
24,0,1,1,47,2,1,1,10,1216.61,11018.9,794,0,1,1,3,0,1
45,1,0,0,6286,0,1,2,23,206.31,89951.03,794,0,1,0,1,8,0
47,0,1,1,3224,0,1,2,12,183.96,17588.51,357,1,0,1,4,0,1
64,0,1,0,6286,0,2,1,3,31.17,40632.31,355,1,0,0,1,0,1
29,1,1,1,6286,1,0,2,2,1086.24,35745.08,800,0,1,1,2,0,0
48,1,0,0,6286,1,2,0,8,30.67,38795.56,349,0,1,1,0,0,0
33,1,0,0,6286,0,1,0,13,32.71,59338.67,802,1,0,1,3,5,0
38,1,1,0,6286,2,1,2,17,55.88,24106.26,346,0,1,1,4,1,0
58,1,1,1,1641,0,2,0,21,95.83,32245.36,403,1,0,0,1,7,0
52,0,0,0,6286,2,2,0,16,30.36,2244.27,380,1,0,0,1,0,0
19,0,1,0,6286,2,0,1,8,302.04,24952.78,711,0,1,1,4,7,0
34,0,0,0,6286,0,1,2,17,56.99,15539.18,372,0,1,0,1,1,1
57,1,0,0,6286,2,1,2,20,34.61,45719.96,347,0,1,1,3,7,0
13,1,0,1,371,1,2,0,8,34.28,16234.44,380,1,0,1,3,3,1
58,1,1,0,6286,0,1,1,24,326.54,10369.18,347,0,1,0,1,7,1
33,1,0,1,1868,1,2,2,12,693.29,11854.11,729,1,0,0,1,5,0
56,0,1,0,6286,0,2,2,3,31.71,9008.53,729,1,0,1,4,7,1
50,1,2,1,5225,1,1,0,8,40.69,49041.91,349,1,0,0,1,2,1
14,0,1,0,6286,1,2,2,17,34.0,9622.21,375,0,1,1,0,7,0
20,1,0,0,6286,0,2,2,9,300.81,25555.07,347,1,1,0,1,4,0
20,1,1,0,6286,0,2,2,18,80.38,37483.52,375,1,0,1,3,3,1
42,1,0,0,6286,1,1,0,9,109.2,20548.24,802,0,1,0,1,7,0
15,0,0,1,5423,0,2,2,4,720.52,25672.44,801,1,1,0,1,2,1
34,1,1,1,2797,2,1,2,12,168.04,33334.62,387,0,1,0,1,1,0
15,0,0,1,1540,2,1,0,17,146.43,13071.25,802,0,1,1,4,7,0
12,0,2,1,4732,2,1,0,13,282.6,7117.44,410,1,0,0,1,5,0
39,0,1,0,6286,1,1,1,5,349.86,11893.93,382,0,1,0,1,0,1
43,1,1,0,6286,2,1,0,13,75.0,11716.73,351,0,1,0,1,1,0
58,0,1,1,1375,2,2,2,6,131.07,34473.24,372,1,0,0,1,7,0
37,1,1,1,5135,2,2,1,9,49.45,23131.13,375,1,0,1,2,3,1
57,0,0,1,5890,1,2,2,11,79.98,43764.62,382,1,0,0,1,1,1
56,0,1,0,6286,2,2,2,18,67.02,43569.92,802,0,1,0,1,1,0
20,0,2,1,889,2,1,2,1,31.58,27652.18,374,0,1,1,0,3,1
52,0,2,1,2882,1,2,2,15,30.93,41663.48,322,0,1,0,1,0,0
27,0,0,1,1446,2,1,2,10,52.97,15833.12,802,0,1,0,1,7,0
53,0,0,1,984,0,0,0,9,663.85,42769.6,382,1,0,1,2,7,0
48,1,0,0,6286,1,2,2,8,211.71,35527.83,372,0,1,1,2,0,1
27,0,1,1,5082,0,2,1,19,108.67,74895.58,351,1,0,0,1,6,0
17,0,1,1,2030,0,2,1,7,950.03,44868.01,374,0,1,1,0,3,1
27,1,1,0,6286,1,2,0,8,339.89,4836.71,357,1,0,0,1,1,1
29,0,0,0,6286,0,1,0,16,75.18,15818.43,347,0,1,1,0,6,0
18,1,1,0,6286,2,2,2,15,34.14,19713.78,346,1,0,1,3,0,1
52,1,0,1,6286,0,2,0,22,240.18,34144.3,382,1,0,1,0,3,1
40,1,0,0,6286,2,2,1,22,43.35,19365.81,799,1,0,0,1,0,0
56,1,2,0,6286,1,2,1,21,30.6,10480.96,349,0,1,1,4,7,0
41,0,1,1,4167,0,1,2,11,33.85,33919.07,800,1,0,0,1,0,1
59,1,0,0,6286,0,1,2,14,205.94,3335.72,729,1,0,1,2,2,1
17,0,1,0,6286,1,2,2,3,182.49,5547.63,376,1,0,1,3,3,0
26,1,1,0,6286,2,2,1,15,59.36,48995.98,391,1,0,1,3,7,0
33,0,2,0,6286,1,0,0,15,430.52,53450.26,357,0,1,0,1,4,0
51,0,1,0,6286,1,2,1,6,442.33,4549.67,349,1,1,1,3,1,1
46,1,0,1,2540,0,2,1,9,585.99,10665.86,353,1,0,1,3,7,0
50,0,1,1,6286,1,2,2,23,85.37,47682.92,346,0,1,1,3,2,0
55,1,2,0,6286,1,2,1,18,265.25,19008.79,802,1,0,0,1,2,0
59,0,0,0,6286,0,0,1,8,484.86,5257.4,357,1,0,0,1,0,0
56,0,0,0,6286,2,2,2,16,33.94,41741.67,802,0,1,0,1,3,0
16,1,1,0,6286,0,1,0,15,461.08,91913.77,350,0,1,0,1,5,0
53,0,1,1,4685,1,2,2,18,527.09,33453.1,377,1,1,0,1,1,1
15,1,1,0,6286,0,1,0,13,33.88,48657.08,799,1,0,0,1,3,1
56,0,1,1,6286,1,1,2,9,282.34,27351.81,350,1,0,0,1,1,0
25,1,0,1,4456,0,2,2,12,83.79,25459.91,355,1,0,0,1,3,1
15,0,1,1,5563,2,1,0,12,37.05,53006.96,355,0,1,0,1,4,0
32,0,0,0,6286,2,2,1,24,78.14,5035.12,376,0,1,0,1,1,1
57,1,0,0,6286,0,2,2,11,169.17,18048.84,357,0,1,0,1,2,1
62,0,1,0,6286,1,1,2,13,69.33,845.14,353,1,0,0,1,7,0
42,1,0,1,1925,0,1,1,12,260.86,34079.46,802,1,0,1,3,3,1
43,0,2,0,6286,1,1,0,9,130.37,82819.28,802,0,1,1,0,8,0
52,0,0,0,6286,1,1,1,5,78.48,24433.2,349,0,1,1,4,0,1
55,0,0,1,2500,0,1,2,8,72.0,9581.32,336,1,0,1,0,4,0
57,1,1,1,2936,0,1,1,14,762.41,47364.79,374,1,1,0,1,2,1
43,1,0,0,6286,0,2,0,21,88.46,32993.28,355,1,0,1,4,2,1
12,1,0,0,6286,1,2,1,14,420.82,18306.06,582,1,0,1,4,4,0
26,1,0,0,6286,0,1,2,7,153.34,35162.02,391,0,1,0,1,3,0
10,0,0,1,599,1,2,2,12,529.55,3277.11,374,1,0,1,2,2,0
59,0,1,1,2489,0,0,0,10,932.04,42416.36,513,1,1,0,1,0,1
10,0,0,0,6286,0,0,1,8,443.53,17856.63,403,1,0,1,3,3,0
38,0,0,0,6286,2,0,2,4,349.97,6069.79,357,0,1,1,2,7,1
48,1,1,0,6286,2,1,1,16,249.85,32055.71,354,0,1,0,1,0,0
54,0,1,1,6286,2,2,1,6,159.01,39674.15,802,0,1,0,1,0,1
36,1,0,0,6286,0,2,2,13,85.88,40162.47,349,1,0,1,0,1,1
10,1,0,1,6286,2,1,2,26,51.83,9330.06,799,1,0,0,1,3,0
46,0,2,0,6286,0,2,0,16,148.61,9179.68,387,1,0,1,0,2,1
35,0,0,0,6286,2,2,0,18,335.74,23760.6,355,1,0,0,1,7,1
29,1,0,0,6286,2,2,1,2,297.28,40368.15,349,0,1,0,1,2,1
32,0,0,0,6286,0,1,1,21,33.24,25642.99,802,0,1,1,4,0,1
28,0,0,1,3844,0,1,0,9,44.82,26791.88,357,0,1,1,3,7,0
