age,gender,region_category,membership_category,joined_through_referral,referral_id,preferred_offer_types,medium_of_operation,internet_option,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn
19,M,Town,Platinum Membership,Yes,CID16113,Credit/Debit Card Offers,Both,Fiber_Optic,4,1307.47,42496.74,7.0,Yes,No,Yes,Unsolved,User Friendly Website,0
24,F,City,Basic Membership,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,23,378.07,28000.02,18.0,Yes,No,Yes,No Information Available,Poor Customer Service,1
17,F,Town,Platinum Membership,No,xxxxxxxx,Without Offers,Desktop,Mobile_Data,8,31.79,89005.84,3.0,No,Yes,Yes,Solved,User Friendly Website,0
58,M,Town,No Membership,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Mobile_Data,23,31.13,24081.46,26.0,No,Yes,Yes,Solved in Follow-up,Poor Website,1
13,F,City,No Membership,No,xxxxxxxx,Credit/Debit Card Offers,Both,Fiber_Optic,1,435.55,21712.18,22.0,Yes,Yes,Yes,Unsolved,No reason specified,1
57,F,City,Gold Membership,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,13,288.53,4915.88,15.0,Yes,Yes,Yes,No Information Available,Reasonable Price,0
35,F,Town,No Membership,Yes,CID58020,Gift Vouchers/Coupons,Smartphone,Mobile_Data,12,96.09,20355.6,12.0,Yes,No,No,Not Applicable,Poor Customer Service,1
64,F,City,Silver Membership,No,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,1,271.76,65189.88,12.0,Yes,No,Yes,Solved in Follow-up,Products always in Stock,0
14,M,City,Basic Membership,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Wi-Fi,8,320.2,47996.73,17.0,No,Yes,No,Not Applicable,Poor Website,1
11,M,City,No Membership,Yes,CID39737,Without Offers,Desktop,Mobile_Data,8,170.24,15883.49,21.0,No,Yes,No,Not Applicable,Too many ads,1
41,F,Town,No Membership,No,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,17,242.48,6595.21,11.0,Yes,Yes,Yes,Unsolved,Poor Customer Service,1
43,F,Village,Premium Membership,Yes,CID40240,Gift Vouchers/Coupons,Smartphone,Wi-Fi,8,238.44,43776.48,17.0,Yes,No,Yes,No Information Available,Poor Website,0
53,M,City,Premium Membership,Yes,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Mobile_Data,8,738.29,47678.19,25.0,Yes,Yes,Yes,No Information Available,Poor Website,0
59,M,Village,No Membership,Yes,xxxxxxxx,Without Offers,Desktop,Wi-Fi,11,667.21,26301.35,22.0,No,Yes,No,Not Applicable,Poor Customer Service,1
28,M,Town,No Membership,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,8,86.68,4761.14,23.0,No,Yes,Yes,No Information Available,Too many ads,1
21,F,City,Platinum Membership,Yes,CID46605,Without Offers,Smartphone,Wi-Fi,5,48.02,44991.04,29.0,Yes,No,No,Not Applicable,Poor Product Quality,0
25,M,Town,No Membership,Yes,CID38080,Without Offers,Desktop,Mobile_Data,1,785.6,29456.57,27.0,Yes,Yes,No,Not Applicable,Poor Product Quality,1
61,F,City,Silver Membership,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,21,34.72,36252.53,14.0,Yes,No,Yes,Solved,Quality Customer Care,0
40,F,Village,Basic Membership,No,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,5,343.01,5951.41,16.0,Yes,No,No,Not Applicable,Poor Customer Service,1
54,F,City,Basic Membership,No,xxxxxxxx,Without Offers,Desktop,Mobile_Data,17,31.04,24950.64,12.0,No,Yes,Yes,Solved,No reason specified,1
48,M,Village,Silver Membership,Yes,CID52383,Without Offers,Desktop,Mobile_Data,14,1335.14,1171.62,-8.962755592475016,No,Yes,Yes,Solved,Poor Customer Service,1
62,F,City,No Membership,Yes,CID18445,Credit/Debit Card Offers,Smartphone,Mobile_Data,6,1079.8379506289166,35846.04,20.0,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,1
31,M,Village,Basic Membership,Yes,CID12046,Credit/Debit Card Offers,Smartphone,Wi-Fi,17,964.8151412129922,37990.84,Error,Yes,No,Yes,Solved in Follow-up,Too many ads,1
16,M,Town,No Membership,Yes,CID6551,Without Offers,Desktop,Mobile_Data,20,99.56,43357.3,Error,No,Yes,No,Not Applicable,Poor Website,1
64,M,Town,Silver Membership,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,5,213.3,38243.7,6.0,Yes,No,Yes,No Information Available,No reason specified,0
24,F,Town,Gold Membership,No,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,8,268.64,48090.77,23.0,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,0
20,M,Town,No Membership,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,14,66.82,11475.72,5.0,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,1
52,M,City,Basic Membership,Yes,CID24518,Gift Vouchers/Coupons,Smartphone,Wi-Fi,11,136.6,40532.6,6.0,Yes,No,Yes,Solved,Too many ads,1
45,M,City,No Membership,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,13,52.8,10416.87,29.0,Yes,No,No,Not Applicable,Poor Website,1
13,M,City,Premium Membership,Yes,CID5514,Gift Vouchers/Coupons,Desktop,Mobile_Data,11,475.76,44064.69,13.0,Yes,No,No,Not Applicable,Poor Website,0
22,F,Town,Platinum Membership,Yes,CID61643,Credit/Debit Card Offers,Smartphone,Mobile_Data,14,145.31,31697.54,-10.649832463836006,Yes,No,Yes,No Information Available,Poor Customer Service,0
14,M,City,Silver Membership,No,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,19,149.46,48814.41,19.0,Yes,No,No,Not Applicable,No reason specified,0
58,F,Town,Basic Membership,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,22,212.07,28710.79,27.0,No,Yes,Yes,Unsolved,Poor Website,1
24,F,City,Premium Membership,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,20,33.06,17831.89,13.0,No,Yes,No,Not Applicable,Poor Product Quality,0
61,F,City,Basic Membership,No,xxxxxxxx,Without Offers,Both,Mobile_Data,6,1246.994573725918,34084.46,13.0,No,Yes,Yes,Solved in Follow-up,Too many ads,1
16,F,City,Premium Membership,Yes,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,10,187.69,39440.1,21.0,No,Yes,No,Not Applicable,Poor Customer Service,0
49,F,City,No Membership,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Fiber_Optic,8,137.27,47931.99,7.0,Yes,No,No,Not Applicable,Poor Website,1
10,F,Town,Platinum Membership,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,19,342.4,9217.16,10.0,Yes,Yes,No,Not Applicable,Quality Customer Care,0
22,F,Village,Gold Membership,Yes,CID14030,Gift Vouchers/Coupons,Desktop,Wi-Fi,4,263.73,16053.41,15.0,Yes,No,No,Not Applicable,Poor Customer Service,0
13,M,Town,No Membership,No,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,13,523.16,47500.29,16.0,Yes,No,Yes,Solved,No reason specified,1
48,M,Town,Gold Membership,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Wi-Fi,6,195.96,46497.39,13.0,Yes,No,No,Not Applicable,Poor Product Quality,0
11,M,City,Platinum Membership,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Mobile_Data,13,34.12,36982.95,27.0,Yes,No,No,Not Applicable,Poor Product Quality,0
18,F,City,Basic Membership,Yes,CID10516,Gift Vouchers/Coupons,Desktop,Mobile_Data,14,59.71,32639.53,7.0,Yes,No,Yes,Solved in Follow-up,Poor Website,1
33,F,Town,Basic Membership,Yes,CID8495,Credit/Debit Card Offers,Smartphone,Fiber_Optic,23,36.35,43902.78,9.0,No,Yes,Yes,Solved in Follow-up,Too many ads,1
41,M,Town,No Membership,Yes,CID7327,Without Offers,Desktop,Wi-Fi,13,119.73,9935.44,11.0,No,Yes,Yes,Solved in Follow-up,Too many ads,1
58,M,Village,Basic Membership,Yes,CID16882,Gift Vouchers/Coupons,Both,Mobile_Data,14,556.92,39085.36,27.0,No,Yes,No,Not Applicable,No reason specified,1
58,F,Town,Premium Membership,Yes,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,12,1105.5704884817894,42221.94,-3.8047580101207323,Yes,No,Yes,Unsolved,Too many ads,0
35,F,Town,Basic Membership,Yes,CID53688,Gift Vouchers/Coupons,Desktop,Wi-Fi,15,32.41,21803.49,21.0,Yes,No,No,Not Applicable,Too many ads,1
20,M,City,No Membership,Yes,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,4,230.82,25037.51,19.0,No,Yes,Yes,Solved in Follow-up,No reason specified,1
52,F,City,Silver Membership,Yes,CID33115,Credit/Debit Card Offers,Desktop,Wi-Fi,16,889.88,32111.03,15.0,Yes,Yes,No,Not Applicable,Poor Customer Service,1
54,M,Village,Basic Membership,No,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,11,163.46,15352.38,16.0,Yes,No,No,Not Applicable,Too many ads,1
58,M,Village,Silver Membership,Yes,CID15514,Credit/Debit Card Offers,Desktop,Wi-Fi,16,1169.2,22391.38,28.0,Yes,Yes,Yes,Unsolved,Too many ads,0
42,M,Town,Silver Membership,No,xxxxxxxx,Without Offers,Both,Wi-Fi,4,395.87,55262.77,10.0,Yes,Yes,No,Not Applicable,Quality Customer Care,0
57,F,Town,Gold Membership,No,xxxxxxxx,Gift Vouchers/Coupons,Both,Wi-Fi,8,352.92,49713.45,13.0,Yes,No,Yes,Solved,Poor Product Quality,1
36,F,Village,Gold Membership,Yes,CID8785,Gift Vouchers/Coupons,Smartphone,Mobile_Data,11,125.22,17243.42,Error,No,Yes,No,Not Applicable,User Friendly Website,0
33,F,Town,Gold Membership,Yes,CID35456,Credit/Debit Card Offers,Desktop,Mobile_Data,24,1066.7806012538522,34429.14,8.0,No,Yes,Yes,Solved in Follow-up,Poor Website,0
46,M,Town,Gold Membership,Yes,CID54301,Without Offers,Smartphone,Wi-Fi,14,31.05,21480.32,Error,Yes,No,No,Not Applicable,Poor Customer Service,0
51,M,Village,No Membership,Yes,CID58638,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,16,141.45,24316.27,24.0,No,Yes,Yes,Solved,Poor Product Quality,1
22,F,City,Silver Membership,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,15,94.89,38714.85,Error,No,Yes,Yes,No Information Available,No reason specified,1
25,M,Village,Gold Membership,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Wi-Fi,3,408.28,32486.27,27.0,Yes,No,No,Not Applicable,No reason specified,0
60,M,Town,No Membership,No,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,2,148.92,10034.17,0.5398825923428632,Yes,No,No,Not Applicable,Poor Customer Service,1
16,F,Town,Gold Membership,Yes,CID9016,Gift Vouchers/Coupons,Smartphone,Mobile_Data,6,133.02,22767.62,Error,No,Yes,Yes,Solved in Follow-up,No reason specified,1
57,M,Village,Gold Membership,No,xxxxxxxx,Without Offers,Desktop,Mobile_Data,8,1209.0876337072486,26372.38,15.0,Yes,No,Yes,No Information Available,Products always in Stock,0
27,M,Town,Silver Membership,Yes,CID38699,Gift Vouchers/Coupons,Desktop,Wi-Fi,20,37.21,21583.89,11.0,Yes,No,No,Not Applicable,Poor Customer Service,0
52,M,City,Silver Membership,Yes,CID58259,Credit/Debit Card Offers,Desktop,Fiber_Optic,15,128.19,25516.75,12.0,No,Yes,Yes,Solved,Poor Website,1
53,F,City,Platinum Membership,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,20,398.49,3592.27,13.0,No,Yes,Yes,Solved in Follow-up,Products always in Stock,0
35,M,Town,Gold Membership,Yes,CID22183,Credit/Debit Card Offers,Both,Mobile_Data,13,1657.44,37472.69,5.0,Yes,Yes,No,Not Applicable,Poor Product Quality,1
24,F,Village,Basic Membership,Yes,CID16501,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,5,45.03,47434.59,25.0,Yes,No,No,Not Applicable,Poor Product Quality,1
20,F,City,Gold Membership,Yes,CID4683,Credit/Debit Card Offers,Smartphone,Wi-Fi,13,277.31,66584.53,26.368006055113582,Yes,Yes,No,Not Applicable,User Friendly Website,0
33,M,Village,Basic Membership,Yes,CID46494,Without Offers,Smartphone,Wi-Fi,10,338.85,8612.37,10.0,Yes,No,No,Not Applicable,Poor Product Quality,1
18,M,City,Silver Membership,Yes,CID959,Credit/Debit Card Offers,Smartphone,Mobile_Data,9,52.29,16263.14,26.0,Yes,No,Yes,Solved,Too many ads,0
61,M,City,Gold Membership,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,20,30.53,73784.86,19.0,Yes,No,No,Not Applicable,Quality Customer Care,0
58,F,Village,Basic Membership,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Fiber_Optic,14,30.58,36682.87,16.0,No,Yes,No,Not Applicable,No reason specified,1
25,F,Town,Platinum Membership,Yes,CID18415,Gift Vouchers/Coupons,Desktop,Wi-Fi,14,442.1,79572.79,17.0,Yes,No,Yes,Solved,Quality Customer Care,0
29,F,Town,No Membership,Yes,CID14598,Without Offers,Desktop,Wi-Fi,14,34.41,23691.27,21.0,Yes,No,No,Not Applicable,Too many ads,1
50,M,City,Silver Membership,No,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,7,30.31,2046.84,19.0,Yes,No,No,Not Applicable,No reason specified,0
64,M,Town,No Membership,No,xxxxxxxx,Gift Vouchers/Coupons,Both,Mobile_Data,14,335.42,11660.05,8.0,No,Yes,Yes,Solved,Poor Customer Service,1
13,M,Town,Silver Membership,No,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,10,348.09,37866.3,14.0,Yes,No,Yes,Unsolved,Poor Product Quality,0
39,M,Town,Platinum Membership,Yes,CID33030,Credit/Debit Card Offers,Smartphone,Mobile_Data,9,136.35,29008.76,15.0,No,Yes,Yes,Solved in Follow-up,Too many ads,0
12,M,Town,Gold Membership,No,xxxxxxxx,Without Offers,Both,Wi-Fi,9,242.06,80216.21,13.0,Yes,Yes,Yes,Solved in Follow-up,Reasonable Price,0
37,F,Town,Basic Membership,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Wi-Fi,11,81.25,19946.91,7.0,No,Yes,Yes,Unsolved,Poor Product Quality,1
25,M,Town,Premium Membership,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Fiber_Optic,13,468.56,88417.92,17.0,Yes,Yes,No,Not Applicable,User Friendly Website,0
50,F,Town,Gold Membership,Yes,CID33303,Credit/Debit Card Offers,Smartphone,Fiber_Optic,7,173.86,42162.7,29.0,No,Yes,No,Not Applicable,Poor Customer Service,1
19,F,Town,No Membership,No,xxxxxxxx,Without Offers,Desktop,Wi-Fi,3,108.34,2959.53,24.0,Yes,No,No,Not Applicable,Poor Customer Service,1
18,M,Town,No Membership,No,xxxxxxxx,Without Offers,Desktop,Wi-Fi,9,413.37,42067.01,17.0,Yes,Yes,No,Not Applicable,Poor Website,1
34,F,City,Gold Membership,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,22,167.94,6210.49,21.0,No,Yes,Yes,Solved in Follow-up,Poor Product Quality,1
36,M,Town,Silver Membership,Yes,CID3582,Without Offers,Desktop,Fiber_Optic,14,349.67,13787.84,26.0,No,Yes,Yes,Unsolved,Poor Customer Service,1
42,M,Village,No Membership,Yes,CID22885,Credit/Debit Card Offers,Both,Fiber_Optic,10,348.98,27735.29,13.0,Yes,No,Yes,Solved,Poor Customer Service,1
19,M,Town,Silver Membership,Yes,CID23002,Without Offers,Smartphone,Mobile_Data,12,32.59,24670.61,12.0,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,1
12,F,Town,Gold Membership,Yes,CID32757,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,15,153.99,36362.93,8.0,Yes,No,Yes,Solved in Follow-up,Too many ads,1
19,M,Town,Gold Membership,Yes,CID11890,Without Offers,Smartphone,Wi-Fi,24,98.64,38683.63,13.0,No,Yes,No,Not Applicable,No reason specified,1
14,M,City,Gold Membership,Yes,CID63827,Gift Vouchers/Coupons,Desktop,Mobile_Data,10,131.38,15889.39,7.0,No,Yes,No,Not Applicable,Poor Product Quality,1
27,M,Town,Basic Membership,No,xxxxxxxx,Without Offers,Desktop,Mobile_Data,14,47.05,40558.94,17.0,No,Yes,No,Not Applicable,Poor Customer Service,1
33,F,Town,No Membership,Yes,CID63751,Without Offers,Desktop,Wi-Fi,23,78.57,22769.13,Error,No,Yes,No,Not Applicable,Poor Product Quality,1
30,M,Town,Silver Membership,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,12,285.16,20724.79,19.0,Yes,Yes,Yes,Solved,Products always in Stock,0
54,M,Village,Premium Membership,Yes,CID7406,Gift Vouchers/Coupons,Both,Fiber_Optic,8,1145.02,2968.29,12.0,No,Yes,No,Not Applicable,Reasonable Price,0
56,F,Town,Silver Membership,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,18,148.44,37228.11,Error,Yes,No,Yes,Unsolved,No reason specified,1
52,F,City,Platinum Membership,No,xxxxxxxx,Without Offers,Desktop,Mobile_Data,11,33.81,36738.42,16.0,No,Yes,Yes,Solved in Follow-up,Quality Customer Care,0
46,F,City,Basic Membership,Yes,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,4,83.03,18477.35,17.0,No,Yes,No,Not Applicable,No reason specified,1
53,M,City,Premium Membership,Yes,CID18242,Without Offers,Desktop,Fiber_Optic,11,63.66,39687.2,20.0,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,0
42,M,City,No Membership,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,13,413.7,25915.82,13.0,No,Yes,Yes,No Information Available,Poor Product Quality,1
54,M,City,Basic Membership,Yes,CID28435,Without Offers,Both,Mobile_Data,10,408.46,18609.12,6.0,No,Yes,No,Not Applicable,Poor Website,1
60,F,Town,Basic Membership,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,12,128.98,32372.21,15.0,Yes,No,No,Not Applicable,Poor Website,1
13,M,City,No Membership,Yes,CID6579,Credit/Debit Card Offers,Smartphone,Mobile_Data,13,1069.684209914193,22653.73,23.0,No,Yes,Yes,No Information Available,Poor Customer Service,1
39,M,Village,Basic Membership,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,11,94.39,13289.61,Error,Yes,No,No,Not Applicable,Poor Website,1
62,M,Town,No Membership,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,25,272.72,12775.15,27.0,Yes,No,Yes,Unsolved,Poor Product Quality,1
15,M,Town,Gold Membership,Yes,CID3670,Gift Vouchers/Coupons,Smartphone,Mobile_Data,10,44.89,28641.16,16.0,No,Yes,No,Not Applicable,Poor Product Quality,1
35,M,Village,Silver Membership,Yes,CID20117,Credit/Debit Card Offers,Smartphone,Fiber_Optic,5,520.7,41751.8,9.0,No,Yes,No,Not Applicable,Poor Website,1
31,F,City,Premium Membership,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,15,220.46,4778.31,-2.6593049208238,Yes,No,Yes,Solved,Poor Customer Service,0
12,F,Town,Basic Membership,Yes,CID24338,Without Offers,Smartphone,Fiber_Optic,17,618.42,8707.39,Error,Yes,Yes,No,Not Applicable,Too many ads,1
45,F,Town,Basic Membership,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Mobile_Data,20,76.5,34582.53,8.0,No,Yes,No,Not Applicable,Poor Product Quality,1
51,F,Village,Gold Membership,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,16,30.64,24927.99,20.0,No,Yes,No,Not Applicable,No reason specified,1
46,F,City,Basic Membership,Yes,CID37329,Credit/Debit Card Offers,Both,Fiber_Optic,11,695.46,25066.41,46.79574895786151,Yes,Yes,Yes,Unsolved,Poor Website,1
38,M,City,Gold Membership,Yes,CID34234,Without Offers,Desktop,Mobile_Data,17,62.15,49625.95,14.0,No,Yes,Yes,Solved,Too many ads,1
22,M,Village,Gold Membership,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,17,82.37,16414.42,Error,Yes,No,No,Not Applicable,Poor Website,0
24,F,City,Premium Membership,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Fiber_Optic,11,361.73,5348.17,20.0,No,Yes,No,Not Applicable,Poor Website,0
42,M,City,No Membership,Yes,CID4135,Credit/Debit Card Offers,Desktop,Wi-Fi,23,520.98,36929.54,29.0,Yes,No,Yes,No Information Available,Poor Customer Service,1
28,M,City,Basic Membership,Yes,CID10821,Gift Vouchers/Coupons,Smartphone,Wi-Fi,24,283.06,15458.68,9.0,Yes,No,Yes,No Information Available,Poor Website,1
18,M,City,Silver Membership,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,7,34.31,7971.07,19.0,No,Yes,No,Not Applicable,No reason specified,1
20,F,Town,Gold Membership,Yes,CID14875,Without Offers,Smartphone,Fiber_Optic,4,987.3850221728944,37405.12,2.0,Yes,No,No,Not Applicable,Quality Customer Care,0
10,F,City,Basic Membership,No,xxxxxxxx,Without Offers,Both,Wi-Fi,11,436.8,28562.32,9.0,Yes,No,Yes,Solved,No reason specified,1
47,F,City,Premium Membership,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,1,370.25,65237.8,Error,Yes,Yes,Yes,No Information Available,Quality Customer Care,0
22,F,City,Platinum Membership,Yes,CID11338,Gift Vouchers/Coupons,Desktop,Fiber_Optic,7,130.06,70406.95,4.0,Yes,No,Yes,Unsolved,User Friendly Website,0
39,F,Village,Silver Membership,Yes,CID5128,Gift Vouchers/Coupons,Both,Wi-Fi,17,463.91,35270.76,49.790440200882095,Yes,No,Yes,Solved,No reason specified,1
53,M,Town,Basic Membership,Yes,CID48590,Credit/Debit Card Offers,Smartphone,Mobile_Data,20,81.07,29174.51,22.0,No,Yes,Yes,Solved,Too many ads,1
34,M,Town,Gold Membership,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,6,35.32,34454.47,19.0,No,Yes,Yes,Unsolved,Poor Customer Service,1
30,M,Village,Silver Membership,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,12,204.67,1925.28,27.0,No,Yes,Yes,No Information Available,Too many ads,0
28,M,Town,No Membership,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,15,177.9,11139.38,8.0,No,Yes,No,Not Applicable,Poor Customer Service,1
53,F,Village,Gold Membership,Yes,CID60536,Gift Vouchers/Coupons,Desktop,Fiber_Optic,5,240.04,94770.91,10.0,No,Yes,No,Not Applicable,User Friendly Website,0
51,F,Village,Premium Membership,Yes,CID47125,Gift Vouchers/Coupons,Both,Wi-Fi,10,298.48,22477.57,16.0,Yes,Yes,Yes,No Information Available,Products always in Stock,0
54,M,City,Silver Membership,Yes,CID46179,Without Offers,Desktop,Fiber_Optic,20,52.06,12884.1,11.0,Yes,No,No,Not Applicable,Too many ads,0
10,F,Town,No Membership,Yes,CID37314,Credit/Debit Card Offers,Smartphone,Mobile_Data,22,142.64,49381.45,26.0,Yes,No,Yes,Solved,Too many ads,1
19,F,City,Silver Membership,Yes,CID41830,Without Offers,Desktop,Wi-Fi,5,52.05,43082.64,11.0,Yes,No,No,Not Applicable,User Friendly Website,0
10,F,Village,Gold Membership,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,16,178.97,15245.14,9.0,Yes,No,Yes,Solved in Follow-up,Poor Website,0
44,F,Town,Platinum Membership,Yes,CID54327,Without Offers,Desktop,Fiber_Optic,17,128.82,5546.94,29.0,No,Yes,Yes,Solved,No reason specified,0
26,M,City,No Membership,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Fiber_Optic,10,430.38,1280.31,11.0,Yes,Yes,Yes,No Information Available,Poor Website,1
21,M,Town,Silver Membership,Yes,CID55987,Without Offers,Smartphone,Mobile_Data,4,714.01,15544.05,24.0,Yes,Yes,No,Not Applicable,Poor Customer Service,1
14,M,City,Basic Membership,No,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,19,56.1,40901.82,8.0,Yes,No,No,Not Applicable,Poor Customer Service,1
38,F,City,Basic Membership,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,15,1649.3671119940564,30337.3,18.0,Yes,No,Yes,No Information Available,Too many ads,1
57,F,Town,Silver Membership,Yes,CID19748,Credit/Debit Card Offers,Desktop,Fiber_Optic,17,74.92,9610.23,5.0,Yes,No,Yes,Unsolved,Poor Website,0
44,M,City,Silver Membership,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Fiber_Optic,8,336.07,30106.6,20.0,No,Yes,No,Not Applicable,Poor Website,0
39,M,Town,Platinum Membership,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,13,325.03,29984.84,13.0,No,Yes,Yes,Solved in Follow-up,User Friendly Website,0
15,M,Town,No Membership,Yes,CID51091,Without Offers,Desktop,Fiber_Optic,16,69.16,14234.89,24.0,Yes,No,No,Not Applicable,Too many ads,1
22,M,City,Silver Membership,Yes,CID6989,Without Offers,Smartphone,Mobile_Data,10,105.88,35850.35,26.0,Yes,No,Yes,Solved in Follow-up,Too many ads,0
54,F,Town,Premium Membership,Yes,CID53801,Without Offers,Smartphone,Wi-Fi,1,95.45,59545.32,19.0,No,Yes,No,Not Applicable,Products always in Stock,0
13,F,Village,Gold Membership,Yes,CID48223,Without Offers,Smartphone,Fiber_Optic,10,31.43,10501.34,24.0,Yes,No,Yes,No Information Available,Too many ads,1
36,M,Town,Gold Membership,No,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,13,464.76,51717.7,15.0,No,Yes,Yes,Solved,Reasonable Price,0
17,F,City,Premium Membership,Yes,CID34615,Credit/Debit Card Offers,Desktop,Fiber_Optic,8,644.27,70798.67,4.0,Yes,Yes,No,Not Applicable,Reasonable Price,0
10,F,City,Gold Membership,No,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,11,32.8,25109.11,20.0,No,Yes,Yes,Unsolved,Poor Product Quality,1
61,M,City,Silver Membership,Yes,CID9646,Credit/Debit Card Offers,Smartphone,Mobile_Data,15,97.99,38704.53,12.0,Yes,No,No,Not Applicable,Poor Product Quality,1
50,F,City,Basic Membership,Yes,CID56357,Credit/Debit Card Offers,Desktop,Fiber_Optic,7,380.92,13802.65,12.0,No,Yes,No,Not Applicable,Poor Customer Service,1
15,F,City,Basic Membership,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,6,68.57,44033.62,17.0,Yes,No,Yes,No Information Available,Too many ads,1
39,F,City,Basic Membership,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,18,329.72,44245.32,10.0,No,Yes,No,Not Applicable,Poor Product Quality,1
47,F,City,Silver Membership,Yes,CID44563,Credit/Debit Card Offers,Both,Fiber_Optic,20,511.42,23335.28,17.0,Yes,No,Yes,No Information Available,Too many ads,1
59,F,City,Gold Membership,No,xxxxxxxx,Without Offers,Desktop,Mobile_Data,14,183.35,96562.04,12.0,Yes,No,No,Not Applicable,Products always in Stock,0
18,M,Town,Platinum Membership,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,23,83.87,78756.42,5.0,No,Yes,Yes,Solved,Products always in Stock,0
