age,gender,region_category,membership_category,joined_through_referral,referral_id,preferred_offer_types,medium_of_operation,internet_option,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn
16,1,2,0,0,6286,0,1,1,12,162.35,25195.55,357,521.6,0,1,0,1,0,1
57,1,0,4,0,6286,2,2,1,20,199.19,18278.1,382,714.24,1,0,1,3,1,0
59,1,1,4,0,6286,0,0,2,14,203.71,34330.46,801,473.49842755629936,1,1,0,1,4,0
64,0,1,3,0,6286,2,1,1,5,32.03,15918.98,800,721.57,1,0,0,1,0,0
23,1,1,3,0,6286,1,1,1,6,228.0,35927.07,354,815.3,1,1,0,1,8,0
34,1,1,5,1,4756,1,1,1,9,1072.58,6054.14,350,677.5,1,0,0,1,3,1
41,0,1,4,0,6286,0,2,2,14,158.7,46972.1,351,849.63,0,1,1,3,6,0
58,1,1,1,1,3087,2,1,1,16,185.39,10645.59,355,649.75,0,1,1,3,0,1
57,0,0,3,1,884,1,2,0,1,190.7,30773.97,801,766.82,0,1,1,0,3,0
29,1,1,1,1,2185,1,0,2,17,575.25,26191.03,802,793.12,1,0,1,2,3,0
27,0,1,2,1,3757,0,1,0,23,35.28,32840.53,372,691.95,1,0,0,1,0,1
47,0,1,2,0,6286,1,2,1,16,210.43,29158.13,355,958.9143389077144,0,1,0,1,2,1
10,0,1,5,1,4817,1,1,1,7,364.22,28383.42,346,368.92537164981,1,1,1,2,3,1
11,1,1,2,1,4788,1,2,1,15,33.12,23211.06,387,619.85,1,0,1,2,7,1
50,1,1,0,1,1784,0,2,2,14,58.33,33399.03,351,660.06,0,1,0,1,3,1
28,0,0,0,0,6286,1,0,2,18,482.62,5050.25,800,544.53,1,1,1,2,2,1
38,1,0,3,0,6286,1,1,2,13,89.27,4677.34,800,743.57,1,0,1,4,2,0
38,1,1,0,0,6286,2,1,1,16,307.56,3200.59,358,523.01,1,0,1,4,2,1
30,0,1,4,0,6286,1,2,1,4,210.35,21651.85,729,796.14,0,1,1,2,8,0
49,1,1,2,1,3954,0,2,2,13,404.01,12039.3,376,564.82,1,1,1,4,3,1
51,1,0,2,1,4538,2,1,1,21,58.76,41757.76,403,532.16,0,1,0,1,0,1
17,1,0,5,0,6286,1,1,0,13,31.51,5257.49,637,775.74,1,0,1,0,3,0
42,1,0,5,1,6286,0,1,0,20,32.57,23236.38,358,630.37,1,0,1,2,0,1
64,1,0,0,1,5175,2,2,1,18,32.31,41458.27,354,617.83,0,1,0,1,7,1
56,1,1,0,1,1424,0,1,1,16,423.94,31142.1,374,635.34,1,0,1,4,2,1
57,0,1,0,0,6286,2,1,2,5,108.13,47123.44,354,566.7,0,1,1,2,1,1
55,1,0,2,0,6286,1,2,2,10,115.05,28345.24,45,626.41,0,1,1,2,1,1
22,0,0,3,1,5067,0,2,0,4,119.32,30341.03,403,780.61,1,0,1,2,3,0
51,0,0,2,1,2118,1,2,0,7,129.58,4175.5,351,597.48,0,1,0,1,3,1
46,1,0,1,0,6286,1,1,0,15,246.49,54512.22,800,744.92,1,0,1,2,5,0
26,1,1,3,1,830,2,2,0,22,60.41,20498.76,403,791.17,1,0,0,1,7,0
33,0,1,0,1,4697,2,0,0,7,232.1,42832.15,391,672.36,1,0,1,2,1,1
51,1,1,1,0,6286,0,1,1,23,33.07,6446.17,729,716.04,1,0,0,1,0,0
13,0,0,4,0,6286,1,2,0,22,55.6,5567.62,802,783.71,1,0,1,2,1,0
26,0,1,4,1,2174,0,2,1,10,1214.615429225007,6394.8,358,742.08,0,1,1,0,1,0
24,0,0,1,0,6286,1,2,1,13,33.44,26095.88,357,658.24,0,1,0,1,7,1
32,0,2,0,0,6286,2,2,2,12,154.97,26384.89,377,698.63,1,0,0,1,0,1
62,1,2,3,1,531,2,2,0,12,34.82,28162.74,372,708.11,1,0,0,1,1,0
11,1,0,0,1,1578,1,2,1,8,145.5,24732.62,357,580.24,1,0,0,1,2,1
59,1,0,1,1,3335,2,0,0,8,616.01,36025.84,391,680.07,1,1,0,1,1,1
16,0,2,2,0,6286,1,1,1,17,37.39,3286.48,391,571.46,1,0,0,1,1,1
46,1,1,0,0,6286,1,2,2,16,1461.6377346779916,37198.58,375,700.58,1,0,0,1,3,1
26,1,0,2,1,4525,2,1,2,10,563.02,11952.94,374,689.66,0,1,1,0,0,1
31,0,0,5,1,3103,1,1,1,23,1270.6223820714958,40173.8,376,1253.2560610064868,1,0,1,4,2,0
15,1,1,2,1,1407,1,2,2,10,1147.8243203382688,44317.67,800,670.65,0,1,0,1,7,1
32,0,2,5,1,6286,0,2,0,2,188.14,4727.24,802,940.1378872721637,0,1,1,0,3,1
13,1,0,2,0,6286,2,2,2,9,35.6,48842.92,374,714.74,1,0,0,1,7,1
30,1,0,5,1,807,1,2,0,16,70.14,43991.75,802,634.75,0,1,0,1,2,1
41,1,1,4,1,4132,2,1,2,11,1141.5686444132664,23590.71,375,795.01,1,0,0,1,1,0
47,1,0,0,0,6286,0,1,0,24,294.9,25799.73,801,636.39,0,1,0,1,7,1
31,0,0,5,1,4285,0,2,1,17,268.46,13234.14,358,648.43,0,1,0,1,7,1
51,0,1,3,1,517,0,1,0,17,290.04,25600.51,549,795.37,0,1,1,2,1,0
46,1,1,2,0,6286,1,1,0,10,363.99,5672.97,799,566.41,0,1,0,1,1,1
45,1,1,4,0,6286,2,2,1,11,107.03,28282.06,802,742.35,0,1,1,3,0,0
39,0,1,0,1,4300,2,1,2,6,69.62,43738.47,377,654.14,1,0,1,3,2,1
48,0,1,0,1,6286,0,1,2,26,280.67,12807.75,391,511.59,0,1,0,1,3,1
55,0,1,2,0,6286,0,0,1,6,437.46,15761.31,372,693.24,1,0,0,1,7,1
57,0,0,1,1,1573,1,1,1,14,505.38,15955.62,347,290.9559659694296,1,0,1,4,1,1
33,0,1,5,0,6286,0,0,1,10,411.14,839.32,374,605.65,0,1,0,1,2,1
42,1,0,5,1,4898,1,1,2,16,37.48,24696.83,443,701.98,1,0,1,4,0,0
55,0,1,4,1,2414,1,0,1,21,848.13,79711.92,799,817.38,1,1,0,1,4,0
56,1,1,2,0,6286,1,1,2,11,88.63,6266.86,387,562.13,1,0,0,1,7,1
14,0,0,0,0,6286,0,1,1,17,398.68,20321.13,387,247.1434477694073,1,0,0,1,7,1
35,1,0,0,1,754,2,0,2,9,634.79,26117.35,346,666.16,1,0,0,1,7,1
10,1,2,2,1,6227,2,2,0,6,1283.79,27088.76,801,177.37421748401349,1,1,1,3,0,1
38,0,1,1,0,6286,0,2,0,7,475.53,28117.43,802,1072.0764267718075,1,0,0,1,4,0
27,1,2,5,0,6286,0,2,0,7,394.05,29971.65,346,331.5572070421108,1,0,1,3,2,1
18,0,1,5,0,6286,2,2,0,13,173.1,77381.56,729,765.08,1,0,1,4,4,0
21,0,1,3,0,6286,1,2,0,12,178.06,19537.26,794,1161.0854929278862,0,1,0,1,7,0
35,1,2,5,0,6286,1,1,1,20,186.66,16039.42,372,703.31,1,0,0,1,3,1
52,1,1,1,1,4272,2,2,0,14,60.17,37776.87,729,619.23,0,1,1,0,3,1
47,1,1,0,0,6286,0,1,0,6,31.63,2538.71,642,661.53,0,1,1,3,7,1
64,1,0,1,0,6286,0,1,0,7,460.18,33654.92,391,713.05,0,1,1,2,7,1
25,0,1,5,1,2475,0,1,1,21,71.2,43542.43,794,729.14,0,1,0,1,1,0
11,1,0,1,0,6286,0,2,2,10,287.44,13327.11,355,767.26,0,1,1,0,2,0
39,0,1,1,1,6286,1,1,1,14,174.27,35040.02,801,621.76,0,1,0,1,2,1
13,1,2,2,1,4896,1,1,0,18,148.16,42152.08,391,1021.4733279030426,1,0,1,3,3,1
47,0,0,4,1,1665,0,2,1,14,133.64,35444.27,802,706.3,1,0,0,1,3,0
18,1,1,4,0,6286,0,1,1,8,311.4,47888.75,800,847.91,0,1,1,0,4,0
43,0,1,2,0,6286,2,2,2,3,172.13,21556.88,355,673.0,1,0,1,2,0,1
21,1,0,1,0,6286,0,1,0,23,159.22,43716.23,801,634.52,0,1,0,1,2,1
61,1,2,3,1,2224,0,2,0,11,52.61,29414.24,403,1188.6471085915034,1,0,1,3,7,0
63,1,0,1,0,6286,2,1,1,24,70.6,34864.61,358,776.38,1,0,1,0,3,0
63,1,1,3,0,6286,0,0,1,13,307.42,54752.3,346,829.0,1,1,1,0,5,0
33,0,2,2,1,5941,2,2,1,14,146.21,25495.34,802,607.0,0,1,0,1,7,1
40,0,1,1,0,6286,0,2,2,18,33.43,21142.03,374,601.07,0,1,1,2,1,1
41,1,0,1,1,1936,2,1,0,7,1802.175548116964,17579.76,374,761.12,1,1,1,2,2,0
54,1,1,2,0,6286,0,1,0,7,110.88,19661.27,403,155.37796683780277,1,0,1,3,7,1
25,0,1,2,0,6286,0,1,0,11,74.48,23981.25,353,709.64,1,0,1,0,2,1
33,1,0,2,1,2868,2,2,0,16,172.72,35028.24,729,551.34,0,1,1,4,1,1
25,1,1,1,0,6286,2,2,1,21,114.51,19255.92,382,708.2,1,0,0,1,2,1
25,0,1,1,1,4187,2,2,2,3,539.28,20973.26,794,696.5,1,0,1,4,2,1
63,1,0,5,0,6286,2,1,2,16,34.59,37102.76,799,245.83011805168087,1,0,0,1,7,0
63,0,1,5,0,6286,0,2,2,16,231.23,17844.16,357,743.07,1,0,1,0,2,0
62,1,1,5,0,6286,2,1,0,14,58.51,36485.55,346,995.0866319984918,0,1,0,1,5,0
19,1,0,3,1,4274,2,0,2,6,868.39,36798.98,357,756.58,1,0,1,0,8,0
21,0,1,5,0,6286,0,2,2,21,68.0,43581.02,570,707.41,1,0,1,3,7,0
33,1,1,4,0,6286,2,2,2,20,155.26,16342.46,355,109.7665772438153,0,1,0,1,2,0
58,0,1,0,0,6286,1,1,0,7,83.11,10474.84,802,542.87,0,1,0,1,2,1
53,0,1,5,0,6286,1,1,1,15,113.95,3803.17,403,699.3,1,0,0,1,0,1
49,0,1,1,0,6286,0,1,1,6,52.61,33445.41,354,434.0203331447617,1,0,1,2,5,0
37,0,1,1,1,2871,1,1,0,20,304.94,26244.84,376,651.2,1,1,1,0,3,1
53,1,2,0,1,5265,0,1,2,15,844.5203270082644,25024.92,152,563.44,1,0,1,2,7,1
60,0,0,4,1,6286,1,1,0,4,124.1,12679.35,354,709.1,1,0,0,1,0,0
11,1,1,2,1,6286,2,2,2,10,170.33,44402.91,802,882.0809972062309,0,1,0,1,0,1
46,1,1,0,0,6286,0,2,0,15,465.99,14775.27,794,692.87,1,1,0,1,0,1
18,0,0,3,1,418,1,2,2,15,142.97,75295.2,729,739.69,0,1,0,1,6,0
26,0,1,2,1,3425,1,0,1,14,659.77,23265.55,800,1254.5511993643545,0,1,1,3,2,1
35,1,0,2,1,5166,0,2,0,3,194.33,42808.26,376,667.47,0,1,1,2,3,1
54,0,0,2,0,6286,1,2,2,10,99.5,25566.66,375,688.04,1,0,0,1,0,1
36,0,0,5,0,6286,2,0,2,7,380.03,48021.95,391,432.8575072246875,1,0,1,4,7,0
41,0,2,1,0,6286,2,1,1,11,32.33,7225.06,391,640.73,0,1,1,0,0,1
22,0,2,4,0,6286,2,2,1,10,456.79,12400.77,614,775.67,0,1,0,1,6,0
46,0,1,0,0,6286,2,2,2,1,50.07,31003.84,403,620.75,0,1,0,1,2,1
40,0,0,1,1,959,2,2,1,23,526.66,10942.51,375,647.63,0,1,1,3,3,1
35,1,1,1,0,6286,0,2,0,18,30.87,6391.47,354,782.7,1,0,1,2,2,0
63,0,1,1,1,4257,0,0,0,16,503.81,43326.75,354,731.99,0,1,0,1,0,0
60,0,1,2,0,6286,2,1,2,16,32.3,48860.18,802,1021.1020871155127,0,1,0,1,7,1
30,1,0,5,1,3924,1,1,1,23,334.98,51577.6,799,720.08,1,0,0,1,6,0
39,0,1,5,1,4735,2,2,1,19,192.24,23197.21,357,603.88,1,0,1,0,7,1
62,0,1,5,1,5396,0,2,0,9,87.92,36145.63,403,770.82,0,1,0,1,1,0
37,1,1,5,1,3687,1,1,2,11,34.7,6499.42,800,701.24,1,0,0,1,1,0
48,0,1,3,1,3163,0,1,0,6,34.5,36432.87,729,725.99,1,0,1,3,7,0
13,1,0,3,0,6286,2,2,0,7,263.34,51388.6,802,741.39,1,1,0,1,4,0
25,1,2,2,1,990,2,1,0,9,948.76,25047.56,358,684.79,1,0,1,3,3,1
41,1,2,0,0,6286,1,1,0,15,215.85,10737.9,374,639.15,0,1,0,1,0,1
19,0,1,2,0,6286,1,2,1,5,114.05,4156.99,357,977.1725901582904,1,0,0,1,1,1
40,0,0,3,0,6286,2,1,1,6,158.78,18307.24,350,1350.7778371833826,0,1,0,1,1,0
14,1,0,4,1,6077,2,2,1,13,134.83,27274.98,382,799.85,0,1,1,2,3,0
48,1,1,1,0,6286,2,1,0,21,142.07,12059.46,794,734.84,1,0,1,4,1,0
17,1,0,3,0,6286,1,1,2,19,159.48,35761.95,374,788.07,1,0,0,1,1,0
42,0,2,2,0,6286,0,1,1,22,31.27,33141.46,776,636.23,0,1,1,3,1,1
21,0,1,2,0,6286,0,1,2,18,206.81,46071.64,387,579.12,0,1,1,4,3,1
45,1,0,5,1,4110,1,0,2,9,595.16,33625.87,358,732.43,1,0,0,1,7,0
38,0,2,3,1,1253,0,2,2,14,130.98,10664.96,374,723.73,0,1,0,1,7,0
58,0,0,4,1,4536,0,1,1,7,696.94,25095.24,358,719.81,1,1,0,1,3,0
10,0,0,5,0,6286,1,2,1,18,445.25,39880.16,380,611.16,0,1,0,1,1,1
57,0,0,2,1,6286,0,1,1,15,209.6,1795.17,375,612.89,1,0,1,0,3,1
45,0,1,3,1,1233,2,1,1,6,100.95,37631.39,729,746.88,0,1,1,3,2,0
50,0,0,5,0,6286,1,1,0,15,167.36,5876.34,391,780.44,1,0,1,0,0,0
31,0,1,5,1,739,0,1,0,17,683.02,39841.31,799,721.86,0,1,0,1,7,0
30,0,0,4,0,6286,0,2,2,11,34.02,6388.41,353,787.57,1,0,1,2,1,0
47,0,0,2,1,4160,2,2,0,5,229.47,3397.75,380,520.6001600529838,0,1,1,3,0,1
47,1,1,1,1,4178,2,2,1,8,32.95,4549.19,391,718.41,0,1,0,1,1,1
38,0,1,3,1,2736,0,2,1,3,483.85,60361.24,354,772.79,1,1,0,1,5,0
36,0,0,5,0,6286,2,1,0,7,43.96,28378.69,374,704.25,0,1,0,1,7,0
33,1,0,1,0,6286,2,1,2,14,326.43,38026.78,800,728.199859362345,1,0,0,1,1,1
33,0,1,3,0,6286,1,1,2,22,31.84,9480.2,350,798.35,0,1,0,1,6,0
20,1,1,1,0,6286,1,1,1,14,217.15,14448.33,351,398.12022760537474,1,0,1,4,3,0
33,1,2,4,1,1197,2,2,1,4,238.67,1093.0,376,718.87,1,1,1,0,3,0
59,1,2,1,1,6286,1,2,1,8,1311.13,43085.39,382,626.62,1,1,1,2,1,1
37,0,1,1,1,2669,0,2,0,12,217.7,12794.99,374,720.4,0,1,0,1,7,0
32,1,1,2,1,2915,2,1,2,20,148.01,3134.96,802,543.56,0,1,0,1,3,1
41,0,0,2,0,6286,1,1,0,12,188.17,27825.45,354,177.64570054401227,0,1,1,2,2,1
52,0,0,4,1,4381,2,1,1,11,43.21,46106.44,346,727.14,0,1,0,1,0,0
29,0,0,3,0,6286,1,1,1,7,188.6,11421.1,346,768.16,0,1,1,0,2,0
38,0,1,2,0,6286,1,2,0,11,32.91,46667.18,349,1137.114471090798,1,0,0,1,7,1
62,1,2,0,1,3017,0,1,1,3,173.67,26592.57,358,551.46,0,1,0,1,0,1
61,1,1,0,0,6286,2,2,0,5,112.84,35891.41,358,296.0943285051157,0,1,0,1,0,1
64,0,0,1,0,6286,0,1,0,11,188.72,32391.98,201,746.58,0,1,1,0,3,0
45,1,1,2,1,696,0,1,0,3,143.66,9327.98,372,696.7,0,1,1,4,1,1
39,1,1,2,1,6286,0,1,0,17,138.11,20155.37,794,697.92,1,0,0,1,2,1
35,1,0,0,1,4173,1,1,0,21,582.7,10378.31,347,698.07,1,0,0,1,7,1
46,1,1,3,1,2062,2,0,1,11,534.61,73437.7,347,740.95,1,1,1,3,6,0
20,0,0,1,0,6286,1,2,2,16,316.35,46893.25,358,772.29,1,0,1,2,8,0
18,0,0,5,1,3589,1,2,0,11,191.16,30861.57,354,734.25,0,1,1,4,1,0
34,0,0,0,0,6286,0,1,1,4,487.4,9544.71,382,534.29,1,0,1,4,0,1
57,1,0,4,1,5319,2,2,2,12,680.98,9965.34,357,784.45,1,1,0,1,2,0
37,0,1,5,0,6286,0,1,0,15,41.62,30411.67,729,668.46,1,0,1,0,0,1
42,1,0,2,1,1719,0,1,1,24,195.68,35497.56,403,640.46,0,1,0,1,7,1
54,1,1,1,1,2053,1,2,0,15,31.82,30002.73,355,738.5,0,1,1,3,3,0
24,0,1,4,0,6286,1,1,0,9,324.5,24913.33,357,763.91,1,1,1,0,6,0
32,0,0,2,0,6286,1,1,0,14,156.13,17435.73,376,708.2,0,1,1,2,3,1
51,0,1,0,0,6286,1,1,2,15,180.44,34947.42,372,626.21,1,0,1,4,2,1
35,1,2,5,1,2296,2,2,0,14,132.07,29232.56,802,727.27,1,0,0,1,1,0
27,1,0,3,1,724,0,2,2,19,52.59,82343.56,349,820.24,0,1,1,0,6,0
57,0,1,5,0,6286,2,2,1,19,34.24,5865.34,800,775.29,0,1,1,3,4,0
14,1,2,3,1,197,2,0,2,5,467.78,14628.69,347,807.25,0,1,1,2,6,0
16,0,0,3,0,6286,0,1,1,14,51.65,48284.57,376,773.34,0,1,1,4,0,0
35,1,2,3,0,6286,1,1,2,21,133.95,3708.37,336,777.1,0,1,1,4,5,0
50,1,1,0,0,6286,0,2,0,22,124.49,32231.74,376,707.77,0,1,0,1,7,1
27,1,1,2,1,1847,1,1,0,13,1362.009408151254,2265.35,800,584.68,1,1,0,1,1,1
41,1,1,0,1,6286,1,0,2,6,732.69,35852.06,351,598.36,1,1,1,4,0,1
33,1,0,1,1,813,2,2,0,12,223.5,29040.92,358,625.41,0,1,1,0,7,1
57,0,0,2,1,6286,1,1,1,12,143.99,6662.94,347,643.2,1,0,0,1,2,1
28,0,2,0,1,3584,0,2,0,17,122.77,15065.87,729,681.7,1,0,0,1,3,1
60,1,1,1,0,6286,2,1,1,11,124.89,28230.08,382,1580.0806251917752,0,1,1,0,3,1
23,0,0,2,1,350,1,2,0,17,122.28,34469.41,802,1047.4339311324168,0,1,1,3,3,1
44,1,1,5,0,6286,0,1,0,10,38.76,40895.24,382,652.31,1,0,0,1,3,1
17,0,0,0,1,4705,1,2,2,15,634.65,40345.23,350,612.11,1,0,0,1,0,1
27,1,0,0,0,6286,2,0,2,12,328.01,32800.57,729,525.8,1,1,1,0,3,1
59,0,2,2,1,5537,2,0,1,15,206.63,19758.12,794,518.75,0,1,1,3,2,1
45,1,0,1,0,6286,2,2,2,11,34.24,44276.87,349,615.82,1,0,0,1,0,1
17,0,0,0,0,6286,1,1,0,15,50.99,8655.68,350,595.71,0,1,0,1,3,1
45,1,1,2,1,3499,0,1,2,17,500.49,13828.61,375,626.49,1,0,1,4,3,1
48,0,1,0,0,6286,1,1,0,11,427.36,3101.38,382,532.61,1,0,1,4,7,1
47,1,0,0,1,4908,2,2,2,7,361.55,11689.9,377,699.96,1,1,1,4,3,1
44,1,1,2,1,1258,0,1,1,3,227.59,47546.02,372,580.45,1,0,1,0,3,1
34,1,1,1,1,3563,1,1,2,7,135.09,1816.77,372,459.4455541107542,0,1,0,1,2,0
61,0,1,3,0,6286,2,2,0,12,30.71,43778.63,802,161.26450947370208,0,1,1,2,2,0
61,0,2,3,1,3709,1,1,0,5,44.75,61836.71,350,725.91,1,0,1,0,5,0
25,0,1,0,0,6286,1,2,2,18,89.14,47066.34,355,502.82,0,1,0,1,3,1
10,1,0,5,0,6286,1,2,1,9,33.02,38833.43,802,613.5,0,1,0,1,1,1
31,1,1,0,1,2378,1,0,1,16,826.53,36324.27,351,310.97937501842944,1,1,1,2,7,1
25,0,1,1,1,3712,0,0,1,5,1035.53,56056.96,802,720.38,0,1,0,1,5,0
48,0,1,0,1,5542,0,1,2,13,1032.08,47676.09,788,648.71,0,1,1,2,1,1
30,0,0,0,0,6286,0,2,2,13,42.35,49874.68,522,560.83,0,1,0,1,2,1
36,0,1,2,1,1799,2,2,0,9,59.98,28128.95,801,246.59854739017533,1,0,0,1,1,1
59,0,0,4,0,6286,1,1,0,9,207.39,49579.32,357,783.2,1,1,1,2,7,0
35,0,1,5,0,6286,1,2,2,14,151.57,2891.39,403,723.39,0,1,0,1,3,0
24,0,0,5,1,6286,0,2,1,8,749.97,23465.32,794,797.33,1,0,0,1,4,0
58,0,0,5,0,6286,2,2,1,23,39.81,30876.12,357,755.02,0,1,1,3,3,0
45,1,0,0,0,6286,2,2,2,14,41.86,45160.72,802,695.25,1,0,0,1,3,1
16,0,1,0,1,1707,2,2,1,19,51.72,34710.29,349,618.83,0,1,1,3,0,1
46,0,0,0,0,6286,0,2,0,4,45.25,35328.11,372,502.82,0,1,1,2,3,1
11,0,0,5,1,1830,1,1,1,6,1185.52,46738.64,800,711.75,1,0,1,2,1,0
42,0,0,0,1,2246,2,2,2,14,32.33,22837.08,357,553.79,1,0,1,3,3,1
43,0,1,5,1,260,0,2,1,2,114.12,19882.26,403,634.67,1,0,1,0,0,1
52,0,1,5,0,6286,0,1,0,13,109.13,48541.57,350,695.33,1,0,1,3,2,1
30,1,2,0,0,6286,1,1,2,10,167.83,38835.97,391,686.35,0,1,1,3,3,1
49,1,1,0,1,3444,2,1,0,19,76.55,11869.96,802,545.88,1,0,1,0,0,1
52,0,0,4,1,2640,1,2,1,12,81.71,7662.59,380,756.73,1,0,0,1,7,0
11,1,0,0,1,894,2,2,2,11,54.67,19846.72,351,628.85,0,1,0,1,1,1
56,1,0,5,1,5182,0,1,1,2,83.3,32513.31,350,701.5,1,0,1,0,1,0
34,1,1,2,0,6286,2,2,2,18,401.26,19237.82,403,648.16,1,0,0,1,3,1
21,1,0,2,0,6286,2,1,1,9,308.52,23150.14,355,623.66,0,1,1,4,7,1
28,1,0,1,1,5123,1,2,1,8,129.8,4780.51,802,614.47,1,0,0,1,1,1
51,1,1,3,0,6286,1,0,1,23,217.23,81285.95,794,762.55,1,1,1,4,4,0
59,0,2,1,1,3209,1,2,1,24,78.84,21523.33,355,615.15,1,0,0,1,2,1
23,0,0,0,0,6286,2,2,0,7,33.64,18613.73,351,664.4,1,0,1,4,2,1
17,1,0,0,0,6286,1,1,2,15,333.75,41385.34,350,1088.464904174903,0,1,1,0,1,1
48,1,1,1,0,6286,1,2,1,11,34.9,25299.13,799,786.34,1,0,0,1,1,0
55,0,1,2,0,6286,1,2,0,10,31.65,39896.8,374,589.67,0,1,1,0,0,1
16,0,2,0,0,6286,1,2,1,13,235.84,34271.21,354,1096.633271824996,1,1,0,1,2,1
63,0,1,0,1,4859,2,1,2,16,157.54,22276.3,376,616.28,1,0,1,4,7,1
25,1,1,1,0,6286,0,2,0,8,72.05,12794.96,358,604.52,0,1,1,0,3,1
64,0,1,1,1,3678,2,0,0,13,708.06,23468.04,376,661.49,1,0,0,1,3,1
28,0,0,2,1,1790,0,2,1,8,392.96,31897.84,355,238.35742003465737,0,1,1,2,7,1
44,0,0,2,1,2770,1,1,2,4,145.05,32043.75,374,548.85,0,1,0,1,3,1
56,0,1,4,0,6286,1,1,1,12,375.62,98427.22,729,741.96,1,0,1,0,4,0
21,1,1,0,0,6286,2,2,2,21,110.43,3217.97,350,650.67,1,0,0,1,3,1
17,1,1,5,0,6286,2,1,1,25,392.24,48746.33,382,625.58,1,1,1,3,2,1
56,0,1,0,1,1442,1,1,0,14,51.08,12307.39,355,538.89,1,0,0,1,7,1
41,0,1,0,1,4154,0,0,0,20,599.62,21757.61,355,645.73,0,1,1,4,0,1
21,1,0,3,1,1773,0,2,2,22,32.49,7880.06,346,714.96,1,0,0,1,3,0
54,1,1,0,0,6286,0,2,0,12,419.23,6891.61,377,659.27,0,1,1,2,7,1
33,0,1,1,1,4315,2,2,2,8,118.46,45611.8,354,621.57,1,0,0,1,1,1
30,1,0,2,0,6286,0,1,1,18,37.68,12982.73,493,689.52,1,0,0,1,7,1
14,0,1,1,0,6286,1,1,0,19,102.76,19511.2,20,700.92,1,0,0,1,0,1
63,1,1,5,0,6286,0,2,2,13,316.39,12157.67,355,184.7040346264928,1,0,1,3,1,0
60,1,0,1,1,2414,2,2,2,7,86.02,41932.37,729,666.31,0,1,1,3,7,1
10,1,1,0,1,5931,2,1,2,18,33.99,15630.88,358,624.75,0,1,1,4,2,1
56,0,0,2,1,5017,2,2,2,2,222.74,11782.29,355,568.08,1,0,1,2,7,1
13,1,0,0,1,1849,1,1,2,20,109.08,15148.62,375,186.8060746874952,0,1,1,3,7,1
15,1,1,5,0,6286,2,0,0,11,245.12,70280.75,350,726.96,0,1,0,1,8,0
47,1,2,2,1,3802,2,1,0,18,113.82,21856.54,375,671.63,1,0,1,2,3,1
62,1,0,2,0,6286,2,2,1,9,255.9,5735.82,376,644.23,0,1,1,3,1,1
24,0,1,3,1,2057,1,1,1,20,45.93,1376.92,103,768.76,0,1,1,3,7,0
57,0,0,2,0,6286,1,1,2,16,443.3,12757.28,376,1020.253881392048,0,1,0,1,1,1
34,1,0,1,0,6286,2,2,2,18,353.89,23211.07,800,637.93,0,1,0,1,1,1
18,0,0,2,1,1048,1,1,1,16,895.72,42091.82,351,667.05,1,0,1,2,0,1
13,1,0,1,1,3119,0,2,1,12,535.45,27810.36,346,95.27508852203276,0,1,0,1,2,1
41,1,1,2,1,729,2,2,1,24,56.85,3054.9,377,512.19,0,1,0,1,2,1
42,0,1,4,1,3808,1,2,0,8,31.44,11147.63,350,814.09,1,0,1,3,6,0
62,1,1,1,1,4131,1,2,0,19,111.2,47165.29,794,786.09,1,0,0,1,0,0
48,1,1,5,1,1141,1,2,0,12,593.78,28861.2,410,718.24,1,0,0,1,6,0
61,1,1,3,0,6286,0,1,1,18,102.73,37760.19,799,271.81633464711194,0,1,0,1,1,0
14,1,2,0,0,6286,0,2,1,7,149.92,33150.91,802,944.8021712411324,0,1,1,0,1,1
49,0,2,2,0,6286,1,0,1,19,332.07,16189.05,355,604.44,0,1,0,1,1,1
52,0,1,2,0,6286,2,1,1,5,138.84,45638.23,380,544.76,0,1,1,2,0,1
47,0,0,3,1,3521,1,1,1,25,103.24,43445.71,802,721.37,1,0,1,0,1,0
30,1,1,4,0,6286,1,1,2,11,54.53,75222.29,336,777.45,0,1,0,1,6,0
16,1,1,3,0,6286,1,1,0,17,179.24,38249.64,391,778.61,1,0,1,4,1,0
60,1,0,3,1,5226,2,2,1,18,200.75,37093.01,351,784.71,0,1,1,0,7,0
17,0,1,1,1,2329,1,2,1,24,537.12,41211.29,350,619.91,1,1,0,1,2,1
18,1,0,1,1,3995,1,2,1,13,106.56,42315.34,372,610.81,1,0,1,4,7,1
61,1,2,1,1,5405,2,1,2,16,724.75,39575.89,729,787.14,1,1,1,4,2,0
52,1,1,0,1,1310,0,2,1,14,103.16,25062.81,391,695.68,1,0,1,3,3,1
35,1,0,2,0,6286,0,1,2,10,47.07,4174.35,799,562.41,1,0,1,4,1,1
23,1,1,3,1,6286,1,2,2,22,94.94,64127.19,582,795.43,0,1,0,1,5,0
27,1,0,1,0,6286,0,2,1,17,413.48,16543.96,351,704.87,1,1,1,4,4,0
60,0,0,1,0,6286,1,0,2,22,377.73,30004.39,353,1249.7273094010611,0,1,1,2,1,0
36,1,0,5,1,5818,0,1,1,25,254.99,33855.94,372,756.66,0,1,1,0,1,0
27,0,2,1,0,6286,2,2,1,14,108.29,28311.16,353,784.36,1,0,0,1,2,0
